position,name,url,rating,rating_count,industry_location,reviews,salaries,interviews,jobs,benefits,photos,highly_rated_for,critically_rated_for
6,Dhanlaxmi Bank,https://www.ambitionbox.com/overview/dhanlaxmi-bank-overview,4.2,(109),Banking | Thrissur +36 other locations,109,460,1,--,5,--,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
7,Marc Enterprises,https://www.ambitionbox.com/overview/marc-enterprises-overview,3.8,(108),Electronics Manufacturing | New Delhi +9 other locations,108,460,6,1,4,1,,"Promotions / Appraisal, Salary & Benefits"
8,Isprava,https://www.ambitionbox.com/overview/isprava-overview,3.5,(110),Real Estate | Mumbai +8 other locations,110,532,9,24,2,--,,"Promotions / Appraisal, Job Security, Work Satisfaction"
9,Cethar,https://www.ambitionbox.com/overview/cethar-limited-overview,3.4,(109),Industrial Machinery | Tiruchirappalli +15 other locations,109,352,4,--,10,--,,"Job Security, Promotions / Appraisal, Company Culture"
10,Kanakia Spaces,https://www.ambitionbox.com/overview/kanakia-spaces-overview,3.6,(109),Real Estate | Mumbai +2 other locations,109,496,1,2,15,--,Work Life Balance,"Promotions / Appraisal, Job Security, Salary & Benefits"
11,Radiant Polymers,https://www.ambitionbox.com/overview/radiant-polymers-overview,4.2,(108),Auto Components | Ahmedabad +14 other locations,108,554,7,--,14,2,"Skill Development / Learning, Company Culture, Work Life Balance",
12,Vertex Homes,https://www.ambitionbox.com/overview/vertex-homes-overview,3.2,(109),Real Estate | Hyderabad / Secunderabad +2 other locations,109,519,8,7,15,--,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
13,Claas,https://www.ambitionbox.com/overview/claas-overview,4.1,(108),Industrial Machinery | Chandigarh +8 other locations,108,532,4,--,14,11,"Work Life Balance, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
14,IMMCO,https://www.ambitionbox.com/overview/immco-overview,3.1,(109),Kochi +5 other locations,109,680,12,2,10,--,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
15,D2K Technologies India,https://www.ambitionbox.com/overview/d2k-technologies-india-overview,2.9,(110),IT Services & Consulting | Mumbai +7 other locations,110,556,14,17,5,15,,"Company Culture, Salary & Benefits, Work Satisfaction"
16,DELTA,https://www.ambitionbox.com/overview/delta-overview,4.2,(115),Events | Bangalore / Bengaluru +26 other locations,115,1.1k,22,--,12,--,"Job Security, Salary & Benefits, Company Culture",
17,HyTech Professionals,https://www.ambitionbox.com/overview/hytech-professionals-overview,3.4,(112),IT Services & Consulting | Noida +4 other locations,112,649,8,18,15,--,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
18,Sumitomo Mitsui Banking Corporation,https://www.ambitionbox.com/overview/sumitomo-mitsui-banking-corporation-overview,2.6,(108),Financial Services | New Delhi +5 other locations,108,732,14,18,12,--,,"Work Satisfaction, Company Culture, Promotions / Appraisal"
19,Rockwell Industries,https://www.ambitionbox.com/overview/rockwell-industries-overview,3.8,(109),Electronics Manufacturing | Hyderabad / Secunderabad +15 other locations,109,497,12,--,9,1,Work Life Balance,Promotions / Appraisal
20,HirePro Consulting,https://www.ambitionbox.com/overview/hirepro-consulting-overview,3.7,(109),Software Product | Bangalore / Bengaluru +13 other locations,109,656,8,--,22,--,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
1,Radiant Polymers,https://www.ambitionbox.com/overview/radiant-polymers-overview,4.2,(108),Auto Components | Ahmedabad +14 other locations,108,554,7,--,14,2,"Skill Development / Learning, Company Culture, Work Life Balance",
2,Valued Epistemics,https://www.ambitionbox.com/overview/valued-epistemics-overview,2.9,(107),EdTech | Chennai +5 other locations,107,234,14,1,15,--,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
3,D2K Technologies India,https://www.ambitionbox.com/overview/d2k-technologies-india-overview,2.9,(110),IT Services & Consulting | Mumbai +7 other locations,110,556,14,17,5,15,,"Company Culture, Salary & Benefits, Work Satisfaction"
4,Claas,https://www.ambitionbox.com/overview/claas-overview,4.1,(108),Industrial Machinery | Chandigarh +8 other locations,108,532,4,--,14,11,"Work Life Balance, Company Culture, Work Satisfaction","Promotions / Appraisal, Salary & Benefits"
5,B.L. Harbert International,https://www.ambitionbox.com/overview/b-dot-l-dot-harbert-international-overview,3.3,(108),Engineering & Construction | New Delhi +13 other locations,108,229,5,--,12,--,,"Job Security, Promotions / Appraisal, Work Life Balance"
6,Vertex Homes,https://www.ambitionbox.com/overview/vertex-homes-overview,3.2,(109),Real Estate | Hyderabad / Secunderabad +2 other locations,109,519,8,7,15,--,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
7,Reliance Broadcast Network,https://www.ambitionbox.com/overview/reliance-broadcast-network-overview,4.2,(109),Broadcasting | Mumbai +32 other locations,109,629,5,--,6,--,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
8,Mawana Sugars,https://www.ambitionbox.com/overview/mawana-sugars-overview,3.7,(108),Food Processing | Meerut +7 other locations,108,438,9,--,9,--,"Job Security, Salary & Benefits","Work Satisfaction, Promotions / Appraisal, Skill Development / Learning"
9,AmpleLogic,https://www.ambitionbox.com/overview/amplelogic-overview,3.4,(109),Software Product | Hyderabad / Secunderabad +1 other locations,109,612,11,10,11,--,,"Work Life Balance, Job Security, Company Culture"
10,Rockwell Industries,https://www.ambitionbox.com/overview/rockwell-industries-overview,3.8,(109),Electronics Manufacturing | Hyderabad / Secunderabad +15 other locations,109,497,12,--,9,1,Work Life Balance,Promotions / Appraisal
11,Sumitomo Mitsui Banking Corporation,https://www.ambitionbox.com/overview/sumitomo-mitsui-banking-corporation-overview,2.6,(108),Financial Services | New Delhi +5 other locations,108,732,14,18,12,--,,"Work Satisfaction, Company Culture, Promotions / Appraisal"
12,IMMCO,https://www.ambitionbox.com/overview/immco-overview,3.1,(109),Kochi +5 other locations,109,680,12,2,10,--,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
13,DELTA,https://www.ambitionbox.com/overview/delta-overview,4.2,(115),Events | Bangalore / Bengaluru +26 other locations,115,1.1k,22,--,12,--,"Job Security, Salary & Benefits, Company Culture",
14,Saurashtra Chemicals,https://www.ambitionbox.com/overview/saurashtra-chemicals-overview,4.0,(108),Chemicals | Porbandar +6 other locations,108,429,10,--,14,--,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
15,Armed Forces Tribunal,https://www.ambitionbox.com/overview/armed-forces-tribunal-overview,4.9,(108),Government | New Delhi +38 other locations,108,307,--,--,22,--,"Company Culture, Job Security, Skill Development / Learning",
16,Epicu Agro Products,https://www.ambitionbox.com/overview/epicu-agro-products-overview,3.0,(107),Food Processing | Ambala +24 other locations,107,405,5,--,3,--,,"Promotions / Appraisal, Company Culture, Job Security"
17,Bubugao Communication,https://www.ambitionbox.com/overview/bubugao-communication-overview,4.3,(108),Jaipur +25 other locations,108,296,1,1,8,--,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
18,Datwyler Group,https://www.ambitionbox.com/overview/datwyler-group-overview,4.1,(111),Pune +5 other locations,111,506,7,1,4,--,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
19,Sinclus Engineering Consulting,https://www.ambitionbox.com/overview/sinclus-engineering-consulting-overview,4.0,(109),IT Services & Consulting | Mumbai +40 other locations,109,457,9,--,6,--,"Work Life Balance, Company Culture, Salary & Benefits","Promotions / Appraisal, Job Security"
20,Government Of Tamilnadu,https://www.ambitionbox.com/overview/government-of-tamilnadu-overview,3.9,(109),Government | Chennai +26 other locations,109,523,3,--,10,--,"Work Life Balance, Work Satisfaction, Company Culture",Promotions / Appraisal
1,Edge Telecom,https://www.ambitionbox.com/overview/edge-telecom-overview,3.7,(109),Telecom | Gurgaon / Gurugram +15 other locations,109,453,7,--,17,--,,"Promotions / Appraisal, Salary & Benefits, Job Security"
2,AXA,https://www.ambitionbox.com/overview/axa-overview,4.0,(108),Insurance | Bangalore / Bengaluru +9 other locations,108,733,14,2,10,--,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
3,TTK Services,https://www.ambitionbox.com/overview/ttk-services-pvt-overview,3.6,(109),Internet | Bangalore / Bengaluru +12 other locations,109,606,4,16,14,--,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
4,ESRI India Technologies,https://www.ambitionbox.com/overview/esri-india-overview,3.9,(109),IT Services & Consulting | Noida +11 other locations,109,541,8,8,6,7,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
5,LS Cable,https://www.ambitionbox.com/overview/ls-cable-overview,4.4,(107),Electrical Equipment | Gurgaon / Gurugram +10 other locations,107,490,6,--,21,--,"Work Life Balance, Company Culture, Salary & Benefits",
6,Bilt,https://www.ambitionbox.com/overview/bilt-overview,4.4,(107),Pulp & Paper | Yamunanagar +19 other locations,107,480,7,--,15,--,"Company Culture, Work Life Balance, Skill Development / Learning",
7,PathPartner Technology,https://www.ambitionbox.com/overview/pathpartner-technology-overview,4.1,(107),IT Services & Consulting | Bangalore / Bengaluru +2 other locations,107,738,6,--,13,--,"Skill Development / Learning, Job Security",
8,Global Talent Track,https://www.ambitionbox.com/overview/global-talent-track-overview,3.4,(106),Education & Training | Pune +9 other locations,106,483,10,24,14,--,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
9,PAVIT CERAMICS ( P),https://www.ambitionbox.com/overview/pavit-ceramics-p-overview,3.0,(109),Building Material | Ahmedabad +19 other locations,109,355,2,--,8,--,,"Promotions / Appraisal, Company Culture, Skill Development / Learning"
10,Polmon Instruments,https://www.ambitionbox.com/overview/polmon-instruments-overview,3.7,(107),Industrial Automation | Hyderabad / Secunderabad +4 other locations,107,428,5,1,11,--,"Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
11,Numero Uno Clothing,https://www.ambitionbox.com/overview/numero-uno-clothing-overview,4.1,(111),Fashion & Textile | Gurgaon / Gurugram +27 other locations,111,436,8,--,9,--,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
12,ABC Bearings,https://www.ambitionbox.com/overview/abc-bearings-overview,3.9,(107),Auto Components | Bharuch +21 other locations,107,1.5k,19,--,20,--,,"Promotions / Appraisal, Skill Development / Learning"
13,Times Network,https://www.ambitionbox.com/overview/times-network-overview,3.4,(110),Broadcasting | Mumbai +9 other locations,110,910,2,--,8,--,,"Promotions / Appraisal, Skill Development / Learning, Company Culture"
14,Eminent Minds Technologies,https://www.ambitionbox.com/overview/eminent-minds-technologies-overview,4.6,(107),BPO | Bangalore / Bengaluru +3 other locations,107,13,1,--,27,--,"Company Culture, Work Life Balance, Work Satisfaction",
15,HGS TECHNOLOGIES,https://www.ambitionbox.com/overview/hgs-technologies-overview,4.2,(107),IT Services & Consulting | Bangalore / Bengaluru +15 other locations,107,683,12,--,8,--,"Job Security, Company Culture, Work Life Balance",
16,Suven Pharma,https://www.ambitionbox.com/overview/suven-pharma-overview,4.2,(107),Pharma | Hyderabad / Secunderabad +4 other locations,107,587,2,--,8,--,"Work Life Balance, Company Culture, Work Satisfaction",
17,Drip Capital,https://www.ambitionbox.com/overview/drip-capital-overview,3.7,(107),FinTech | Mumbai +4 other locations,107,521,11,15,41,--,"Company Culture, Work Life Balance","Job Security, Salary & Benefits"
18,SVP Hospital,https://www.ambitionbox.com/overview/svp-hospital-overview,3.9,(107),Government | Ahmedabad +11 other locations,107,401,6,--,8,--,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Company Culture"
19,PeopleStrong Technologies,https://www.ambitionbox.com/overview/peoplestrong-technologies-overview,3.5,(107),Software Product | Gurgaon / Gurugram +7 other locations,107,679,8,26,12,21,,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
20,TELUS Health,https://www.ambitionbox.com/overview/morneau-shepell-overview,4.0,(107),Recruitment | Gurgaon / Gurugram +4 other locations,107,605,17,6,16,--,"Job Security, Work Life Balance, Company Culture","Salary & Benefits, Promotions / Appraisal, Skill Development / Learning"
1,DelaPlex Software,https://www.ambitionbox.com/overview/delaplex-software-overview,3.1,(107),IT Services & Consulting | Nagpur +8 other locations,107,942,5,29,7,1,,"Job Security, Promotions / Appraisal, Salary & Benefits"
2,BIC Contracting,https://www.ambitionbox.com/overview/bic-contracting-overview,4.5,(107),Engineering & Construction | Dubai +8 other locations,107,184,2,--,16,--,"Company Culture, Work Satisfaction, Salary & Benefits","Job Security, Promotions / Appraisal"
3,Stemz Healthcare,https://www.ambitionbox.com/overview/stemz-healthcare-overview,3.3,(107),Healthcare | Gurgaon / Gurugram +9 other locations,107,475,9,--,10,--,,"Promotions / Appraisal, Job Security, Work Satisfaction"
4,Glance,https://www.ambitionbox.com/overview/glance-overview,3.3,(107),Internet | Bangalore / Bengaluru +3 other locations,107,728,15,20,4,7,,"Promotions / Appraisal, Job Security, Work Satisfaction"
5,21K School,https://www.ambitionbox.com/overview/21k-school-overview,3.8,(107),EdTech | Bangalore / Bengaluru +9 other locations,107,216,8,4,4,--,Skill Development / Learning,"Promotions / Appraisal, Job Security, Salary & Benefits"
6,Prabha Automotive Engineers,https://www.ambitionbox.com/overview/prabha-automotive-engineers-overview,3.7,(108),Hosur +10 other locations,108,545,5,1,7,--,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
7,Girnarsoft Automobiles,https://www.ambitionbox.com/overview/girnarsoft-automobiles-overview,3.7,(107),Gurgaon / Gurugram +25 other locations,107,333,7,--,16,--,Salary & Benefits,"Job Security, Promotions / Appraisal"
8,MassMutual,https://www.ambitionbox.com/overview/massmutual-overview,4.1,(110),Financial Services | Hyderabad / Secunderabad,110,971,32,--,18,--,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
9,TeamLease Edtech,https://www.ambitionbox.com/overview/teamlease-edtech-overview,3.3,(108),Mumbai +22 other locations,108,478,9,1,9,--,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
10,Foodlink F&B Holdings,https://www.ambitionbox.com/overview/foodlink-f-and-b-holdings-overview,4.1,(107),Hospitality | Mumbai +12 other locations,107,505,4,5,25,9,Salary & Benefits,
11,Housr,https://www.ambitionbox.com/overview/housr-overview,3.9,(107),Hospitality | Gurgaon / Gurugram +6 other locations,107,317,5,1,8,--,"Salary & Benefits, Work Life Balance, Work Satisfaction",
12,Houzeo,https://www.ambitionbox.com/overview/houzeo-overview,4.0,(112),Thane +1 other locations,112,212,35,6,9,1,"Skill Development / Learning, Job Security, Company Culture",
13,Repos Energy,https://www.ambitionbox.com/overview/repos-energy-overview,3.4,(107),Internet | Pune +11 other locations,107,506,10,2,5,--,,"Job Security, Work Satisfaction, Work Life Balance"
14,Oriental Consultants India Pvt Ltd,https://www.ambitionbox.com/overview/oriental-consultants-india-private-limited-overview,4.1,(109),Engineering & Construction | New Delhi +17 other locations,109,146,1,--,2,14,"Work Life Balance, Company Culture, Work Satisfaction","Job Security, Promotions / Appraisal"
15,Vizza Insurance Broking Services,https://www.ambitionbox.com/overview/vizza-insurance-broking-overview,3.6,(109),Insurance | Chennai +11 other locations,109,373,12,18,6,--,,"Work Satisfaction, Promotions / Appraisal, Work Life Balance"
16,Country Club Hospitality & Holidays,https://www.ambitionbox.com/overview/country-club-hospitality-and-holidays-overview,3.8,(107),Hospitality | Hyderabad / Secunderabad +19 other locations,107,340,1,--,11,--,,"Company Culture, Work Satisfaction, Promotions / Appraisal"
17,Isgec Hitachi Zosen,https://www.ambitionbox.com/overview/isgec-hitachi-zosen-overview,3.4,(108),Industrial Machinery | Bharuch +6 other locations,108,503,7,--,8,--,Job Security,"Company Culture, Work Life Balance, Work Satisfaction"
